,CWE,CVE,CVSS_V3_baseScore,CVSS_V3_exploitabilityScore,CVSS_V3_attackComplexity,CVSS_V3_privilegesRequired,CVSS_V3_userInteraction
10872,CWE-78,CVE-2019-3630,7.2,1.2,LOW,HIGH,NONE
10873,CWE-78,CVE-2019-3631,7.2,1.2,LOW,HIGH,NONE
10874,CWE-22,CVE-2019-3632,8.8,2.8,LOW,LOW,NONE
10875,CWE-119,CVE-2019-3633,5.5,1.8,LOW,LOW,NONE
10876,CWE-125,CVE-2019-3634,5.5,1.8,LOW,LOW,NONE
10877,CWE-119,CVE-2019-3634,5.5,1.8,LOW,LOW,NONE
10878,CWE-200,CVE-2019-3635,6.5,2.8,LOW,NONE,REQUIRED
10879,CWE-312,CVE-2019-3636,7.8,1.8,LOW,LOW,NONE
10880,NVD-CWE-noinfo,CVE-2019-3637,6.7,0.8,LOW,HIGH,NONE
10881,CWE-79,CVE-2019-3638,6.1,2.8,LOW,NONE,REQUIRED
10882,CWE-1021,CVE-2019-3639,7.1,2.8,LOW,NONE,REQUIRED
10883,CWE-319,CVE-2019-3640,6.5,2.8,LOW,LOW,NONE
10884,NVD-CWE-noinfo,CVE-2019-3641,4.5,0.9,LOW,HIGH,REQUIRED
10885,CWE-20,CVE-2019-3643,7.5,3.9,LOW,NONE,NONE
10886,CWE-20,CVE-2019-3644,7.5,3.9,LOW,NONE,NONE
10887,CWE-426,CVE-2019-3646,6.5,0.6,LOW,HIGH,REQUIRED
10888,CWE-426,CVE-2019-3648,6.7,0.8,LOW,HIGH,NONE
10889,CWE-200,CVE-2019-3649,6.5,2.8,LOW,LOW,NONE
10890,CWE-200,CVE-2019-3650,6.5,2.8,LOW,LOW,NONE
10891,CWE-200,CVE-2019-3651,8.8,2.8,LOW,LOW,NONE
10892,CWE-94,CVE-2019-3652,5.3,1.8,LOW,LOW,NONE
10893,NVD-CWE-Other,CVE-2019-3653,5.5,1.8,LOW,LOW,NONE
10894,CWE-287,CVE-2019-3654,8.6,1.8,LOW,NONE,REQUIRED
10895,NVD-CWE-noinfo,CVE-2019-3660,8.8,2.8,LOW,LOW,NONE
10896,CWE-89,CVE-2019-3661,8.8,2.8,LOW,LOW,NONE
10897,CWE-22,CVE-2019-3662,6.5,2.8,LOW,LOW,NONE
10898,CWE-522,CVE-2019-3663,7.8,1.8,LOW,LOW,NONE
10899,CWE-94,CVE-2019-3665,6.5,2.8,LOW,NONE,REQUIRED
10900,NVD-CWE-Other,CVE-2019-3666,6.5,2.8,LOW,NONE,REQUIRED
10901,CWE-427,CVE-2019-3667,7.8,1.8,LOW,NONE,REQUIRED
10902,CWE-79,CVE-2019-3670,6.1,2.8,LOW,NONE,REQUIRED
10903,CWE-73,CVE-2019-3681,9.8,3.9,LOW,NONE,NONE
10904,CWE-668,CVE-2019-3682,7.8,1.8,LOW,LOW,NONE
10905,CWE-732,CVE-2019-3683,8.8,2.8,LOW,LOW,NONE
10906,CWE-922,CVE-2019-3684,5.9,2.2,HIGH,NONE,NONE
10907,CWE-295,CVE-2019-3685,7.7,2.2,HIGH,NONE,NONE
10908,CWE-79,CVE-2019-3686,6.1,2.8,LOW,NONE,REQUIRED
10909,CWE-276,CVE-2019-3687,3.3,1.8,LOW,LOW,NONE
10910,CWE-276,CVE-2019-3688,7.1,1.8,LOW,LOW,NONE
10911,CWE-276,CVE-2019-3689,9.8,3.9,LOW,NONE,NONE
10912,CWE-59,CVE-2019-3690,7.8,1.8,LOW,LOW,NONE
10913,CWE-59,CVE-2019-3691,7.8,1.8,LOW,LOW,NONE
10914,CWE-59,CVE-2019-3692,7.8,1.8,LOW,LOW,NONE
10915,CWE-59,CVE-2019-3693,7.8,1.8,LOW,LOW,NONE
10916,CWE-59,CVE-2019-3694,7.8,1.8,LOW,LOW,NONE
10917,CWE-94,CVE-2019-3695,7.8,1.8,LOW,LOW,NONE
10918,CWE-22,CVE-2019-3696,7.3,1.3,LOW,LOW,REQUIRED
10919,CWE-59,CVE-2019-3697,7.8,1.8,LOW,LOW,NONE
10920,CWE-59,CVE-2019-3698,7.0,1.0,HIGH,LOW,NONE
10921,CWE-59,CVE-2019-3699,7.8,1.8,LOW,LOW,NONE
10922,CWE-327,CVE-2019-3700,3.3,1.8,LOW,LOW,NONE
10923,CWE-787,CVE-2019-3701,4.4,0.8,LOW,HIGH,NONE
10924,CWE-20,CVE-2019-3702,8.8,2.8,LOW,LOW,NONE
10925,CWE-78,CVE-2019-3704,7.8,1.8,LOW,LOW,NONE
10926,CWE-787,CVE-2019-3705,9.8,3.9,LOW,NONE,NONE
10927,NVD-CWE-noinfo,CVE-2019-3706,9.8,3.9,LOW,NONE,NONE
10928,NVD-CWE-noinfo,CVE-2019-3707,9.8,3.9,LOW,NONE,NONE
10929,CWE-79,CVE-2019-3708,9.6,2.8,LOW,NONE,REQUIRED
10930,CWE-79,CVE-2019-3709,9.6,2.8,LOW,NONE,REQUIRED
10931,CWE-320,CVE-2019-3710,8.1,2.2,HIGH,NONE,NONE
10932,NVD-CWE-noinfo,CVE-2019-3711,7.2,1.2,LOW,HIGH,NONE
10933,CWE-119,CVE-2019-3712,8.8,2.8,LOW,NONE,NONE
10934,CWE-532,CVE-2019-3715,5.5,1.8,LOW,LOW,NONE
10935,CWE-532,CVE-2019-3716,7.8,1.8,LOW,LOW,NONE
10936,NVD-CWE-noinfo,CVE-2019-3717,6.8,0.9,LOW,NONE,NONE
10937,CWE-352,CVE-2019-3718,8.8,2.8,LOW,NONE,REQUIRED
10938,CWE-20,CVE-2019-3719,8.0,2.1,LOW,NONE,REQUIRED
10939,CWE-22,CVE-2019-3720,4.9,1.2,LOW,HIGH,NONE
10940,CWE-770,CVE-2019-3721,7.5,3.9,LOW,NONE,NONE
10941,CWE-611,CVE-2019-3722,7.5,3.9,LOW,NONE,NONE
10942,CWE-20,CVE-2019-3723,9.1,3.9,LOW,NONE,NONE
10943,NVD-CWE-noinfo,CVE-2019-3724,8.8,2.8,LOW,LOW,NONE
10944,CWE-78,CVE-2019-3725,9.8,3.9,LOW,NONE,NONE
10945,CWE-427,CVE-2019-3726,6.7,0.8,HIGH,LOW,REQUIRED
10946,CWE-78,CVE-2019-3727,6.7,0.8,LOW,HIGH,NONE
10947,CWE-125,CVE-2019-3728,7.5,3.9,LOW,NONE,NONE
10948,CWE-120,CVE-2019-3729,2.4,0.9,LOW,HIGH,NONE
10949,CWE-209,CVE-2019-3730,7.5,3.9,LOW,NONE,NONE
10950,CWE-203,CVE-2019-3731,7.5,3.9,LOW,NONE,NONE
10951,CWE-203,CVE-2019-3732,7.5,3.9,LOW,NONE,NONE
10952,CWE-200,CVE-2019-3733,4.9,1.2,LOW,HIGH,NONE
10953,NVD-CWE-noinfo,CVE-2019-3734,4.3,2.8,LOW,LOW,NONE
10954,CWE-269,CVE-2019-3735,7.8,1.8,LOW,LOW,NONE
10955,CWE-522,CVE-2019-3736,7.2,1.2,LOW,HIGH,NONE
10956,CWE-20,CVE-2019-3737,7.5,3.9,LOW,NONE,NONE
10957,CWE-347,CVE-2019-3738,6.5,2.8,LOW,NONE,REQUIRED
10958,CWE-203,CVE-2019-3739,6.5,2.8,LOW,NONE,REQUIRED
10959,CWE-200,CVE-2019-3740,6.5,2.8,LOW,NONE,REQUIRED
10960,CWE-693,CVE-2019-3741,7.8,1.8,LOW,LOW,NONE
10961,NVD-CWE-noinfo,CVE-2019-3742,7.8,1.8,LOW,LOW,NONE
10962,CWE-362,CVE-2019-3744,7.8,1.8,LOW,LOW,NONE
10963,CWE-22,CVE-2019-3744,7.8,1.8,LOW,LOW,NONE
10964,CWE-426,CVE-2019-3745,7.3,1.3,LOW,LOW,REQUIRED
10965,CWE-307,CVE-2019-3746,8.8,2.8,LOW,LOW,NONE
10966,CWE-79,CVE-2019-3747,4.8,1.7,LOW,HIGH,REQUIRED
10967,CWE-59,CVE-2019-3749,5.5,1.8,LOW,LOW,NONE
10968,CWE-59,CVE-2019-3750,5.5,1.8,LOW,LOW,NONE
10969,CWE-295,CVE-2019-3751,7.4,2.2,HIGH,NONE,NONE
10970,CWE-522,CVE-2019-3753,6.5,2.8,LOW,LOW,NONE
10971,CWE-79,CVE-2019-3754,6.1,2.8,LOW,NONE,REQUIRED
10972,CWE-200,CVE-2019-3756,6.5,2.8,LOW,LOW,NONE
10973,CWE-521,CVE-2019-3758,9.8,3.9,LOW,NONE,NONE
10974,CWE-94,CVE-2019-3759,8.1,2.8,LOW,LOW,NONE
10975,CWE-89,CVE-2019-3760,8.8,2.8,LOW,LOW,NONE
10976,CWE-79,CVE-2019-3761,5.4,2.3,LOW,LOW,REQUIRED
10977,CWE-295,CVE-2019-3762,7.5,3.9,LOW,NONE,NONE
10978,CWE-532,CVE-2019-3763,7.8,1.8,LOW,LOW,NONE
10979,NVD-CWE-Other,CVE-2019-3764,4.3,2.8,LOW,LOW,NONE
10980,CWE-732,CVE-2019-3765,8.1,2.8,LOW,LOW,NONE
10981,CWE-307,CVE-2019-3766,9.8,3.9,LOW,NONE,NONE
10982,CWE-312,CVE-2019-3767,8.2,1.5,LOW,HIGH,NONE
10983,CWE-611,CVE-2019-3768,6.5,2.8,LOW,LOW,NONE
10984,CWE-79,CVE-2019-3769,6.4,3.1,LOW,LOW,NONE
10985,CWE-79,CVE-2019-3770,6.4,3.1,LOW,LOW,NONE
10986,CWE-611,CVE-2019-3772,9.8,3.9,LOW,NONE,NONE
10987,CWE-611,CVE-2019-3773,9.8,3.9,LOW,NONE,NONE
10988,CWE-611,CVE-2019-3774,9.8,3.9,LOW,NONE,NONE
10989,CWE-287,CVE-2019-3775,6.5,2.8,LOW,LOW,NONE
10990,CWE-79,CVE-2019-3776,5.4,2.3,LOW,LOW,REQUIRED
10991,CWE-295,CVE-2019-3777,9.8,3.9,LOW,NONE,NONE
10992,CWE-601,CVE-2019-3778,6.5,3.9,LOW,NONE,NONE
10993,CWE-264,CVE-2019-3779,8.8,2.8,LOW,LOW,NONE
10994,CWE-522,CVE-2019-3780,8.8,2.8,LOW,LOW,NONE
10995,CWE-200,CVE-2019-3781,8.8,2.8,LOW,LOW,NONE
10996,CWE-522,CVE-2019-3782,7.8,1.8,LOW,LOW,NONE
10997,CWE-1188,CVE-2019-3783,8.8,2.8,LOW,LOW,NONE
10998,CWE-384,CVE-2019-3784,6.5,2.8,LOW,LOW,NONE
10999,CWE-269,CVE-2019-3785,8.1,2.8,LOW,LOW,NONE
11000,CWE-345,CVE-2019-3786,7.1,2.8,LOW,LOW,NONE
11001,CWE-640,CVE-2019-3787,8.8,2.8,LOW,NONE,REQUIRED
11002,CWE-601,CVE-2019-3788,6.1,2.8,LOW,NONE,REQUIRED
11003,CWE-269,CVE-2019-3789,6.5,2.8,LOW,LOW,NONE
11004,CWE-613,CVE-2019-3790,5.4,2.8,LOW,LOW,NONE
11005,CWE-89,CVE-2019-3792,7.5,3.9,LOW,NONE,NONE
11006,CWE-319,CVE-2019-3793,9.8,3.9,LOW,NONE,NONE
11007,CWE-1021,CVE-2019-3794,5.4,2.8,LOW,NONE,REQUIRED
11008,CWE-332,CVE-2019-3795,5.3,3.9,LOW,NONE,NONE
11009,CWE-200,CVE-2019-3797,5.3,3.9,LOW,NONE,NONE
11010,CWE-287,CVE-2019-3798,7.5,1.6,HIGH,LOW,NONE
11011,CWE-22,CVE-2019-3799,6.5,2.8,LOW,NONE,REQUIRED
11012,CWE-200,CVE-2019-3800,7.8,1.8,LOW,LOW,NONE
11013,CWE-20,CVE-2019-3801,9.8,3.9,LOW,NONE,NONE
11014,CWE-200,CVE-2019-3802,5.3,3.9,LOW,NONE,NONE
11015,CWE-200,CVE-2019-3803,7.5,3.9,LOW,NONE,NONE
11016,CWE-20,CVE-2019-3804,7.5,3.9,LOW,NONE,NONE
11017,CWE-269,CVE-2019-3805,4.7,1.0,HIGH,LOW,NONE
11018,NVD-CWE-noinfo,CVE-2019-3806,8.1,2.2,HIGH,NONE,NONE
11019,CWE-295,CVE-2019-3807,9.8,3.9,LOW,NONE,NONE
11020,CWE-79,CVE-2019-3808,5.4,2.3,LOW,LOW,REQUIRED
11021,CWE-918,CVE-2019-3809,10.0,3.9,LOW,NONE,NONE
11022,CWE-200,CVE-2019-3810,5.3,3.9,LOW,NONE,NONE
11023,CWE-20,CVE-2019-3811,5.2,1.5,LOW,LOW,REQUIRED
11024,CWE-125,CVE-2019-3812,5.5,1.8,LOW,LOW,NONE
11025,CWE-125,CVE-2019-3813,7.5,1.6,HIGH,NONE,NONE
11026,CWE-295,CVE-2019-3814,6.8,1.6,HIGH,LOW,NONE
11027,CWE-401,CVE-2019-3815,3.3,1.8,LOW,LOW,NONE
11028,CWE-200,CVE-2019-3816,7.5,3.9,LOW,NONE,NONE
11029,CWE-416,CVE-2019-3817,8.8,2.8,LOW,NONE,REQUIRED
11030,CWE-327,CVE-2019-3818,7.5,3.9,LOW,NONE,NONE
11031,CWE-835,CVE-2019-3819,4.4,0.8,LOW,HIGH,NONE
11032,CWE-287,CVE-2019-3820,4.3,0.9,LOW,NONE,NONE
11033,CWE-772,CVE-2019-3821,7.5,3.9,LOW,NONE,NONE
11034,CWE-787,CVE-2019-3822,9.8,3.9,LOW,NONE,NONE
11035,CWE-125,CVE-2019-3823,7.5,3.9,LOW,NONE,NONE
11036,CWE-125,CVE-2019-3824,6.5,2.8,LOW,LOW,NONE
11037,CWE-287,CVE-2019-3825,6.4,0.5,HIGH,NONE,NONE
11038,CWE-79,CVE-2019-3826,6.1,2.8,LOW,NONE,REQUIRED
11039,CWE-863,CVE-2019-3827,7.0,1.0,HIGH,LOW,NONE
11040,CWE-22,CVE-2019-3828,4.2,1.1,LOW,HIGH,REQUIRED
11041,CWE-415,CVE-2019-3829,7.5,3.9,LOW,NONE,NONE
11042,CWE-416,CVE-2019-3829,7.5,3.9,LOW,NONE,NONE
11043,CWE-532,CVE-2019-3830,7.8,1.8,LOW,LOW,NONE
11044,NVD-CWE-Other,CVE-2019-3831,6.7,0.8,LOW,HIGH,NONE
11045,CWE-125,CVE-2019-3832,5.0,1.3,LOW,LOW,REQUIRED
11046,CWE-835,CVE-2019-3833,7.5,3.9,LOW,NONE,NONE
11047,CWE-470,CVE-2019-3834,7.3,3.9,LOW,NONE,NONE
11048,CWE-862,CVE-2019-3835,5.5,1.8,LOW,NONE,REQUIRED
11049,CWE-824,CVE-2019-3836,7.5,3.9,LOW,NONE,NONE
11050,CWE-362,CVE-2019-3837,6.1,1.8,LOW,LOW,NONE
11051,NVD-CWE-Other,CVE-2019-3838,5.5,1.8,LOW,NONE,REQUIRED
11052,NVD-CWE-noinfo,CVE-2019-3839,7.8,1.8,LOW,NONE,REQUIRED
11053,CWE-476,CVE-2019-3840,6.3,1.8,HIGH,LOW,NONE
11054,CWE-295,CVE-2019-3841,6.8,1.6,HIGH,LOW,NONE
11055,CWE-264,CVE-2019-3842,7.0,1.0,HIGH,LOW,NONE
11056,NVD-CWE-noinfo,CVE-2019-3843,7.8,1.8,LOW,LOW,NONE
11057,NVD-CWE-noinfo,CVE-2019-3844,7.8,1.8,LOW,LOW,NONE
11058,NVD-CWE-Other,CVE-2019-3845,8.0,2.1,LOW,LOW,NONE
11059,CWE-787,CVE-2019-3846,8.8,2.8,LOW,NONE,NONE
11060,CWE-20,CVE-2019-3847,7.2,1.2,LOW,HIGH,NONE
11061,CWE-200,CVE-2019-3848,4.3,2.8,LOW,LOW,NONE
11062,CWE-269,CVE-2019-3849,8.8,2.8,LOW,LOW,NONE
11063,CWE-601,CVE-2019-3850,6.1,2.8,LOW,NONE,REQUIRED
11064,NVD-CWE-noinfo,CVE-2019-3851,4.3,2.8,LOW,LOW,NONE
11065,NVD-CWE-noinfo,CVE-2019-3852,4.3,2.8,LOW,LOW,NONE
11066,CWE-787,CVE-2019-3855,8.8,2.8,LOW,NONE,REQUIRED
11067,CWE-190,CVE-2019-3855,8.8,2.8,LOW,NONE,REQUIRED
11068,CWE-787,CVE-2019-3856,8.8,2.8,LOW,NONE,REQUIRED
11069,CWE-190,CVE-2019-3856,8.8,2.8,LOW,NONE,REQUIRED
11070,CWE-787,CVE-2019-3857,8.8,2.8,LOW,NONE,REQUIRED
11071,CWE-190,CVE-2019-3857,8.8,2.8,LOW,NONE,REQUIRED
11072,CWE-125,CVE-2019-3858,9.1,3.9,LOW,NONE,NONE
11073,CWE-125,CVE-2019-3859,9.1,3.9,LOW,NONE,NONE
11074,CWE-125,CVE-2019-3860,9.1,3.9,LOW,NONE,NONE
11075,CWE-125,CVE-2019-3861,9.1,3.9,LOW,NONE,NONE
11076,CWE-125,CVE-2019-3862,9.1,3.9,LOW,NONE,NONE
11077,CWE-787,CVE-2019-3863,8.8,2.8,LOW,NONE,REQUIRED
11078,CWE-352,CVE-2019-3864,8.8,2.8,LOW,NONE,REQUIRED
11079,CWE-79,CVE-2019-3865,6.1,2.8,LOW,NONE,REQUIRED
11080,CWE-732,CVE-2019-3866,5.5,1.8,LOW,LOW,NONE
11081,CWE-200,CVE-2019-3868,3.8,1.2,LOW,HIGH,NONE
11082,CWE-200,CVE-2019-3869,7.2,1.2,LOW,HIGH,NONE
11083,CWE-276,CVE-2019-3870,6.1,1.8,LOW,LOW,NONE
11084,CWE-20,CVE-2019-3871,8.8,2.8,LOW,LOW,NONE
11085,CWE-79,CVE-2019-3872,5.4,2.3,LOW,LOW,REQUIRED
11086,CWE-79,CVE-2019-3873,9.0,2.3,LOW,LOW,REQUIRED
11087,NVD-CWE-noinfo,CVE-2019-3874,6.5,2.8,LOW,NONE,NONE
11088,CWE-295,CVE-2019-3875,4.8,2.2,HIGH,NONE,NONE
11089,CWE-352,CVE-2019-3876,6.3,2.8,LOW,NONE,REQUIRED
11090,CWE-601,CVE-2019-3877,6.1,2.8,LOW,NONE,REQUIRED
11091,CWE-287,CVE-2019-3878,8.1,2.2,HIGH,NONE,NONE
11092,CWE-862,CVE-2019-3879,8.1,2.8,LOW,LOW,NONE
11093,CWE-22,CVE-2019-3880,5.4,2.8,LOW,LOW,NONE
11094,CWE-552,CVE-2019-3881,7.0,1.0,HIGH,LOW,NONE
11095,CWE-770,CVE-2019-3882,5.5,1.8,LOW,LOW,NONE
11096,CWE-772,CVE-2019-3883,7.5,3.9,LOW,NONE,NONE
11097,CWE-287,CVE-2019-3884,5.4,2.8,LOW,LOW,NONE
11098,CWE-416,CVE-2019-3885,7.5,3.9,LOW,NONE,NONE
11099,CWE-200,CVE-2019-3886,5.4,2.8,LOW,NONE,NONE
11100,CWE-20,CVE-2019-3887,5.6,1.1,HIGH,LOW,NONE
11101,CWE-532,CVE-2019-3888,9.8,3.9,LOW,NONE,NONE
11102,CWE-79,CVE-2019-3889,5.4,2.3,LOW,LOW,REQUIRED
11103,CWE-295,CVE-2019-3890,8.1,2.8,LOW,NONE,REQUIRED
11104,CWE-532,CVE-2019-3891,7.8,1.8,LOW,LOW,NONE
11105,CWE-732,CVE-2019-3893,4.9,1.2,LOW,HIGH,NONE
11106,NVD-CWE-noinfo,CVE-2019-3894,8.8,2.8,LOW,LOW,NONE
11107,NVD-CWE-Other,CVE-2019-3895,8.0,2.1,LOW,LOW,REQUIRED
11108,CWE-415,CVE-2019-3896,7.8,1.8,LOW,LOW,NONE
11109,CWE-306,CVE-2019-3899,9.8,3.9,LOW,NONE,NONE
11110,CWE-835,CVE-2019-3900,7.7,3.1,LOW,LOW,NONE
11111,CWE-667,CVE-2019-3901,4.7,1.0,HIGH,LOW,NONE
11112,CWE-59,CVE-2019-3902,5.9,2.2,HIGH,NONE,NONE
11113,CWE-918,CVE-2019-3905,10.0,3.9,LOW,NONE,NONE
11114,CWE-798,CVE-2019-3906,8.8,2.8,LOW,LOW,NONE
11115,CWE-326,CVE-2019-3907,7.5,3.9,LOW,NONE,NONE
11116,CWE-798,CVE-2019-3908,7.5,3.9,LOW,NONE,NONE
11117,CWE-1188,CVE-2019-3909,9.8,3.9,LOW,NONE,NONE
11118,NVD-CWE-noinfo,CVE-2019-3910,9.1,3.9,LOW,NONE,NONE
11119,CWE-79,CVE-2019-3911,6.1,2.8,LOW,NONE,REQUIRED
11120,CWE-601,CVE-2019-3912,6.1,2.8,LOW,NONE,REQUIRED
11121,CWE-20,CVE-2019-3913,4.9,1.2,LOW,HIGH,NONE
11122,CWE-78,CVE-2019-3914,7.2,1.2,LOW,HIGH,NONE
11123,CWE-294,CVE-2019-3915,7.5,1.6,HIGH,NONE,NONE
11124,CWE-425,CVE-2019-3916,7.5,3.9,LOW,NONE,NONE
11125,CWE-425,CVE-2019-3917,7.5,3.9,LOW,NONE,NONE
11126,CWE-798,CVE-2019-3918,9.8,3.9,LOW,NONE,NONE
11127,CWE-77,CVE-2019-3919,8.8,2.8,LOW,LOW,NONE
11128,CWE-77,CVE-2019-3920,8.8,2.8,LOW,LOW,NONE
11129,CWE-787,CVE-2019-3921,8.8,2.8,LOW,LOW,NONE
11130,CWE-787,CVE-2019-3922,9.8,3.9,LOW,NONE,NONE
11131,CWE-79,CVE-2019-3923,5.4,2.3,LOW,LOW,REQUIRED
11132,CWE-441,CVE-2019-3924,7.5,3.9,LOW,NONE,NONE
11133,CWE-78,CVE-2019-3925,9.8,3.9,LOW,NONE,NONE
11134,CWE-78,CVE-2019-3926,9.8,3.9,LOW,NONE,NONE
11135,CWE-287,CVE-2019-3927,9.8,3.9,LOW,NONE,NONE
11136,CWE-200,CVE-2019-3928,5.3,3.9,LOW,NONE,NONE
11137,CWE-78,CVE-2019-3929,9.8,3.9,LOW,NONE,NONE
11138,CWE-787,CVE-2019-3930,9.8,3.9,LOW,NONE,NONE
11139,CWE-88,CVE-2019-3931,8.8,2.8,LOW,LOW,NONE
11140,CWE-798,CVE-2019-3932,9.8,3.9,LOW,NONE,NONE
11141,CWE-425,CVE-2019-3933,5.3,3.9,LOW,NONE,NONE
11142,CWE-425,CVE-2019-3934,5.3,3.9,LOW,NONE,NONE
11143,CWE-287,CVE-2019-3935,7.5,3.9,LOW,NONE,NONE
11144,CWE-20,CVE-2019-3936,7.5,3.9,LOW,NONE,NONE
11145,CWE-312,CVE-2019-3937,7.8,1.8,LOW,LOW,NONE
11146,CWE-798,CVE-2019-3938,7.8,1.8,LOW,LOW,NONE
11147,CWE-798,CVE-2019-3939,9.8,3.9,LOW,NONE,NONE
11148,CWE-434,CVE-2019-3940,9.8,3.9,LOW,NONE,NONE
11149,CWE-306,CVE-2019-3941,7.5,3.9,LOW,NONE,NONE
11150,CWE-522,CVE-2019-3942,7.5,3.9,LOW,NONE,NONE
11151,CWE-22,CVE-2019-3943,8.1,2.8,LOW,LOW,NONE
11152,CWE-276,CVE-2019-3944,7.5,3.9,LOW,NONE,NONE
11153,NVD-CWE-Other,CVE-2019-3945,7.5,3.9,LOW,NONE,NONE
11154,CWE-190,CVE-2019-3946,7.5,3.9,LOW,NONE,NONE
11155,CWE-522,CVE-2019-3947,9.8,3.9,LOW,NONE,NONE
11156,CWE-306,CVE-2019-3948,7.5,3.9,LOW,NONE,NONE
11157,CWE-16,CVE-2019-3949,9.8,3.9,LOW,NONE,NONE
11158,CWE-798,CVE-2019-3950,9.8,3.9,LOW,NONE,NONE
11159,CWE-787,CVE-2019-3951,9.8,3.9,LOW,NONE,NONE
11160,CWE-787,CVE-2019-3953,9.8,3.9,LOW,NONE,NONE
11161,CWE-787,CVE-2019-3954,9.8,3.9,LOW,NONE,NONE
11162,CWE-787,CVE-2019-3955,7.5,3.9,LOW,NONE,NONE
11163,CWE-125,CVE-2019-3956,7.4,2.2,HIGH,NONE,NONE
11164,CWE-125,CVE-2019-3957,7.4,2.2,HIGH,NONE,NONE
11165,CWE-79,CVE-2019-3958,5.4,2.3,LOW,LOW,REQUIRED
11166,CWE-352,CVE-2019-3959,8.8,2.8,LOW,NONE,REQUIRED
11167,CWE-434,CVE-2019-3960,7.2,1.2,LOW,HIGH,NONE
11168,CWE-79,CVE-2019-3961,6.1,2.8,LOW,NONE,REQUIRED
11169,CWE-79,CVE-2019-3962,3.3,1.8,LOW,NONE,REQUIRED
11170,CWE-79,CVE-2019-3963,6.1,2.8,LOW,NONE,REQUIRED
11171,CWE-79,CVE-2019-3964,6.1,2.8,LOW,NONE,REQUIRED
11172,CWE-79,CVE-2019-3965,6.1,2.8,LOW,NONE,REQUIRED
11173,CWE-79,CVE-2019-3966,6.1,2.8,LOW,NONE,REQUIRED
11174,CWE-22,CVE-2019-3967,6.5,2.8,LOW,LOW,NONE
11175,CWE-78,CVE-2019-3968,8.8,2.8,LOW,LOW,NONE
11176,NVD-CWE-noinfo,CVE-2019-3969,7.8,1.8,LOW,LOW,NONE
11177,CWE-20,CVE-2019-3970,5.5,1.8,LOW,LOW,NONE
11178,NVD-CWE-noinfo,CVE-2019-3971,5.5,1.8,LOW,LOW,NONE
11179,CWE-125,CVE-2019-3972,5.5,1.8,LOW,LOW,NONE
11180,CWE-787,CVE-2019-3973,5.5,1.8,LOW,LOW,NONE
11181,NVD-CWE-noinfo,CVE-2019-3974,8.1,2.8,LOW,LOW,NONE
11182,CWE-120,CVE-2019-3975,9.8,3.9,LOW,NONE,NONE
11183,CWE-20,CVE-2019-3976,8.8,2.8,LOW,LOW,NONE
11184,CWE-494,CVE-2019-3977,7.5,3.9,LOW,NONE,NONE
11185,CWE-306,CVE-2019-3978,7.5,3.9,LOW,NONE,NONE
11186,CWE-20,CVE-2019-3979,7.5,3.9,LOW,NONE,NONE
11187,CWE-20,CVE-2019-3980,9.8,3.9,LOW,NONE,NONE
11188,NVD-CWE-Other,CVE-2019-3981,3.7,2.2,HIGH,NONE,NONE
11189,CWE-20,CVE-2019-3982,6.5,2.8,LOW,LOW,NONE
11190,CWE-798,CVE-2019-3983,6.8,0.9,LOW,NONE,NONE
11191,CWE-78,CVE-2019-3984,9.8,3.9,LOW,NONE,NONE
11192,CWE-78,CVE-2019-3985,8.8,2.8,LOW,NONE,NONE
11193,CWE-78,CVE-2019-3986,8.8,2.8,LOW,NONE,NONE
11194,CWE-78,CVE-2019-3987,8.8,2.8,LOW,NONE,NONE
11195,CWE-78,CVE-2019-3988,8.8,2.8,LOW,NONE,NONE
11196,CWE-78,CVE-2019-3989,9.8,3.9,LOW,NONE,NONE
11197,CWE-269,CVE-2019-3990,4.3,2.8,LOW,LOW,NONE
11198,CWE-319,CVE-2019-3992,7.5,3.9,LOW,NONE,NONE
11199,CWE-319,CVE-2019-3993,7.5,3.9,LOW,NONE,NONE
11200,CWE-416,CVE-2019-3994,7.5,3.9,LOW,NONE,NONE
11201,CWE-476,CVE-2019-3995,7.5,3.9,LOW,NONE,NONE
11202,CWE-610,CVE-2019-3996,6.5,3.9,LOW,NONE,NONE
11203,CWE-287,CVE-2019-3997,4.6,0.9,LOW,NONE,NONE
11204,CWE-287,CVE-2019-3998,5.5,1.8,LOW,LOW,NONE
11205,CWE-78,CVE-2019-3999,7.8,1.8,LOW,LOW,NONE
11206,CWE-94,CVE-2019-4000,7.8,1.8,LOW,LOW,NONE
11207,CWE-276,CVE-2019-4001,7.8,1.8,LOW,LOW,NONE
11208,CWE-532,CVE-2019-4008,9.8,3.9,LOW,NONE,NONE
11209,CWE-79,CVE-2019-4011,5.4,2.3,LOW,LOW,REQUIRED
11210,CWE-89,CVE-2019-4012,9.8,3.9,LOW,NONE,NONE
11211,CWE-434,CVE-2019-4013,9.9,3.1,LOW,LOW,NONE
11212,CWE-119,CVE-2019-4014,7.8,1.8,LOW,LOW,NONE
11213,CWE-119,CVE-2019-4015,7.8,1.8,LOW,LOW,NONE
11214,CWE-119,CVE-2019-4016,7.8,1.8,LOW,LOW,NONE
11215,CWE-79,CVE-2019-4027,5.4,2.3,LOW,LOW,REQUIRED
11216,CWE-79,CVE-2019-4028,5.4,2.3,LOW,LOW,REQUIRED
