Unnamed: 0,CWE,CVE,CVSS_V3_baseScore,CVSS_V3_exploitabilityScore,CVSS_V3_attackComplexity,CVSS_V3_privilegesRequired,CVSS_V3_userInteraction
11345,CWE-20,CVE-2019-4215,6.1,2.8,LOW,NONE,REQUIRED
11346,CWE-74,CVE-2019-4216,4.6,2.1,LOW,LOW,REQUIRED
11347,CWE-20,CVE-2019-4217,6.1,2.8,LOW,NONE,REQUIRED
11348,CWE-269,CVE-2019-4218,3.3,1.8,LOW,LOW,NONE
11349,CWE-209,CVE-2019-4219,5.3,3.9,LOW,NONE,NONE
11350,CWE-798,CVE-2019-4220,5.5,1.8,LOW,LOW,NONE
11351,CWE-269,CVE-2019-4222,4.3,2.8,LOW,LOW,NONE
11352,CWE-89,CVE-2019-4224,6.3,2.8,LOW,LOW,NONE
11353,CWE-532,CVE-2019-4225,4.4,0.8,LOW,HIGH,NONE
11354,CWE-79,CVE-2019-4226,5.4,2.3,LOW,LOW,REQUIRED
11355,CWE-384,CVE-2019-4227,7.3,3.9,LOW,NONE,NONE
11356,CWE-352,CVE-2019-4231,4.3,2.8,LOW,NONE,REQUIRED
11357,NVD-CWE-noinfo,CVE-2019-4234,4.3,2.8,LOW,LOW,NONE
11358,CWE-521,CVE-2019-4235,7.5,3.9,LOW,NONE,NONE
11359,CWE-19,CVE-2019-4236,3.3,1.8,LOW,LOW,NONE
11360,CWE-79,CVE-2019-4237,5.4,2.3,LOW,LOW,REQUIRED
11361,CWE-79,CVE-2019-4238,5.4,2.3,LOW,LOW,REQUIRED
11362,CWE-522,CVE-2019-4239,7.8,1.8,LOW,LOW,NONE
11363,NVD-CWE-noinfo,CVE-2019-4241,7.8,1.8,LOW,LOW,NONE
11364,NVD-CWE-noinfo,CVE-2019-4243,4.4,1.8,LOW,LOW,NONE
11365,CWE-306,CVE-2019-4244,9.1,3.9,LOW,NONE,NONE
11366,NVD-CWE-noinfo,CVE-2019-4246,5.3,3.9,LOW,NONE,NONE
11367,CWE-79,CVE-2019-4249,5.4,2.3,LOW,LOW,REQUIRED
11368,CWE-79,CVE-2019-4250,5.4,2.3,LOW,LOW,REQUIRED
11369,CWE-22,CVE-2019-4252,7.5,3.9,LOW,NONE,NONE
11370,NVD-CWE-noinfo,CVE-2019-4253,7.8,1.8,LOW,LOW,NONE
11371,CWE-326,CVE-2019-4256,7.5,3.9,LOW,NONE,NONE
11372,CWE-209,CVE-2019-4257,4.3,2.8,LOW,LOW,NONE
11373,CWE-79,CVE-2019-4258,5.4,2.3,LOW,LOW,REQUIRED
11374,NVD-CWE-noinfo,CVE-2019-4259,5.5,1.8,LOW,LOW,NONE
11375,NVD-CWE-noinfo,CVE-2019-4260,5.3,3.9,LOW,NONE,NONE
11376,CWE-20,CVE-2019-4261,6.5,2.8,LOW,LOW,NONE
11377,CWE-918,CVE-2019-4262,5.3,3.9,LOW,NONE,NONE
11378,CWE-829,CVE-2019-4263,4.3,2.8,LOW,LOW,NONE
11379,CWE-295,CVE-2019-4264,5.9,2.2,HIGH,NONE,NONE
11380,CWE-922,CVE-2019-4265,2.4,0.9,LOW,NONE,NONE
11381,CWE-269,CVE-2019-4266,2.4,0.9,LOW,NONE,NONE
11382,CWE-119,CVE-2019-4267,7.8,1.8,LOW,LOW,NONE
11383,CWE-22,CVE-2019-4268,5.3,3.9,LOW,NONE,NONE
11384,CWE-209,CVE-2019-4269,7.5,3.9,LOW,NONE,NONE
11385,CWE-79,CVE-2019-4270,5.4,2.3,LOW,LOW,REQUIRED
11386,CWE-20,CVE-2019-4271,3.5,2.1,LOW,LOW,REQUIRED
11387,NVD-CWE-noinfo,CVE-2019-4275,5.5,1.8,LOW,LOW,NONE
11388,CWE-502,CVE-2019-4279,9.8,3.9,LOW,NONE,NONE
11389,CWE-319,CVE-2019-4280,5.3,3.9,LOW,NONE,NONE
11390,CWE-532,CVE-2019-4284,4.4,0.8,LOW,HIGH,NONE
11391,CWE-20,CVE-2019-4285,5.4,2.3,LOW,LOW,REQUIRED
11392,CWE-200,CVE-2019-4286,4.3,0.7,LOW,LOW,NONE
11393,CWE-200,CVE-2019-4288,4.3,0.7,LOW,LOW,NONE
11394,CWE-434,CVE-2019-4292,8.8,2.8,LOW,LOW,NONE
11395,NVD-CWE-noinfo,CVE-2019-4293,5.3,3.9,LOW,NONE,NONE
11396,CWE-78,CVE-2019-4294,7.8,1.8,LOW,LOW,NONE
11397,NVD-CWE-noinfo,CVE-2019-4295,4.9,1.2,LOW,HIGH,NONE
11398,CWE-532,CVE-2019-4296,3.3,1.8,LOW,LOW,NONE
11399,CWE-90,CVE-2019-4297,5.4,2.8,LOW,LOW,NONE
11400,NVD-CWE-noinfo,CVE-2019-4298,7.1,1.8,LOW,LOW,NONE
11401,CWE-532,CVE-2019-4299,4.7,1.0,HIGH,LOW,NONE
11402,NVD-CWE-noinfo,CVE-2019-4301,8.4,1.7,LOW,HIGH,REQUIRED
11403,CWE-79,CVE-2019-4303,5.4,2.3,LOW,LOW,REQUIRED
11404,CWE-384,CVE-2019-4304,6.3,2.8,LOW,LOW,NONE
11405,CWE-565,CVE-2019-4305,5.3,3.9,LOW,NONE,NONE
11406,CWE-668,CVE-2019-4306,6.5,3.9,LOW,NONE,NONE
11407,CWE-522,CVE-2019-4307,7.8,1.8,LOW,LOW,NONE
11408,CWE-209,CVE-2019-4308,4.3,2.8,LOW,LOW,NONE
11409,CWE-798,CVE-2019-4309,5.5,1.8,LOW,LOW,NONE
11410,CWE-307,CVE-2019-4310,7.5,3.9,LOW,NONE,NONE
11411,CWE-863,CVE-2019-4311,5.3,3.9,LOW,NONE,NONE
11412,CWE-312,CVE-2019-4314,7.5,3.9,LOW,NONE,NONE
11413,CWE-521,CVE-2019-4321,7.5,3.9,LOW,NONE,NONE
11414,CWE-119,CVE-2019-4322,7.8,1.8,LOW,LOW,NONE
11415,CWE-1021,CVE-2019-4323,4.3,2.8,LOW,NONE,REQUIRED
11416,CWE-79,CVE-2019-4324,6.1,2.8,LOW,NONE,REQUIRED
11417,CWE-327,CVE-2019-4325,5.3,3.9,LOW,NONE,NONE
11418,CWE-116,CVE-2019-4326,7.5,3.9,LOW,NONE,NONE
11419,CWE-798,CVE-2019-4327,7.5,3.9,LOW,NONE,NONE
11420,CWE-20,CVE-2019-4329,4.3,2.8,LOW,LOW,NONE
11421,CWE-565,CVE-2019-4330,4.3,2.8,LOW,NONE,REQUIRED
11422,NVD-CWE-noinfo,CVE-2019-4334,4.3,2.8,LOW,LOW,NONE
11423,CWE-522,CVE-2019-4335,5.5,1.8,LOW,LOW,NONE
11424,CWE-307,CVE-2019-4336,9.8,3.9,LOW,NONE,NONE
11425,CWE-306,CVE-2019-4337,5.3,3.9,LOW,NONE,NONE
11426,CWE-770,CVE-2019-4338,7.5,3.9,LOW,NONE,NONE
11427,CWE-326,CVE-2019-4339,7.5,3.9,LOW,NONE,NONE
11428,CWE-611,CVE-2019-4340,8.2,3.9,LOW,NONE,NONE
11429,CWE-79,CVE-2019-4342,5.4,2.3,LOW,LOW,REQUIRED
11430,CWE-863,CVE-2019-4343,6.5,2.8,LOW,LOW,NONE
11431,CWE-200,CVE-2019-4349,3.5,0.9,LOW,NONE,NONE
11432,NVD-CWE-noinfo,CVE-2019-4357,6.7,0.8,LOW,HIGH,NONE
11433,CWE-1236,CVE-2019-4364,8.0,2.1,LOW,LOW,REQUIRED
11434,CWE-200,CVE-2019-4366,5.3,3.9,LOW,NONE,NONE
11435,CWE-209,CVE-2019-4377,4.3,2.8,LOW,LOW,NONE
11436,CWE-20,CVE-2019-4378,6.5,2.8,LOW,LOW,NONE
11437,CWE-255,CVE-2019-4381,7.8,1.8,LOW,LOW,NONE
11438,CWE-319,CVE-2019-4382,5.3,3.9,LOW,NONE,NONE
11439,NVD-CWE-noinfo,CVE-2019-4383,6.0,0.8,LOW,HIGH,NONE
11440,CWE-22,CVE-2019-4384,4.3,2.8,LOW,LOW,NONE
11441,CWE-522,CVE-2019-4385,6.5,2.0,LOW,LOW,NONE
11442,CWE-749,CVE-2019-4386,6.5,2.8,LOW,LOW,NONE
11443,CWE-89,CVE-2019-4387,8.8,2.8,LOW,LOW,NONE
11444,CWE-79,CVE-2019-4388,4.8,1.7,LOW,HIGH,REQUIRED
11445,CWE-611,CVE-2019-4391,8.2,3.9,LOW,NONE,NONE
11446,CWE-798,CVE-2019-4392,9.8,3.9,LOW,NONE,NONE
11447,CWE-307,CVE-2019-4393,9.8,3.9,LOW,NONE,NONE
11448,CWE-20,CVE-2019-4394,2.3,0.8,LOW,HIGH,NONE
11449,NVD-CWE-noinfo,CVE-2019-4395,3.3,1.8,LOW,LOW,NONE
11450,CWE-74,CVE-2019-4396,5.4,2.3,LOW,LOW,REQUIRED
11451,CWE-200,CVE-2019-4397,6.5,2.8,LOW,LOW,NONE
11452,CWE-311,CVE-2019-4398,3.3,1.8,LOW,LOW,NONE
11453,CWE-327,CVE-2019-4399,7.5,3.9,LOW,NONE,NONE
11454,CWE-22,CVE-2019-4400,4.3,2.8,LOW,LOW,NONE
11455,CWE-20,CVE-2019-4402,7.5,3.9,LOW,NONE,NONE
11456,CWE-79,CVE-2019-4403,5.4,2.3,LOW,LOW,REQUIRED
11457,CWE-20,CVE-2019-4406,4.4,0.8,LOW,HIGH,NONE
11458,CWE-79,CVE-2019-4409,5.4,2.3,LOW,LOW,REQUIRED
11459,CWE-79,CVE-2019-4410,5.4,2.3,LOW,LOW,REQUIRED
11460,CWE-330,CVE-2019-4411,4.3,2.8,LOW,LOW,NONE
11461,CWE-200,CVE-2019-4412,5.3,3.9,LOW,NONE,NONE
11462,NVD-CWE-noinfo,CVE-2019-4415,7.8,1.8,LOW,LOW,NONE
11463,CWE-611,CVE-2019-4419,8.2,3.9,LOW,NONE,NONE
11464,CWE-209,CVE-2019-4420,6.2,2.5,LOW,NONE,NONE
11465,NVD-CWE-noinfo,CVE-2019-4422,8.8,2.8,LOW,LOW,NONE
11466,CWE-22,CVE-2019-4423,5.3,3.9,LOW,NONE,NONE
11467,CWE-611,CVE-2019-4424,8.2,3.9,LOW,NONE,NONE
11468,NVD-CWE-noinfo,CVE-2019-4425,5.7,2.1,LOW,LOW,REQUIRED
11469,CWE-79,CVE-2019-4426,5.4,2.3,LOW,LOW,REQUIRED
11470,CWE-327,CVE-2019-4427,7.5,3.9,LOW,NONE,NONE
11471,CWE-79,CVE-2019-4428,5.4,2.3,LOW,LOW,REQUIRED
11472,CWE-79,CVE-2019-4429,5.4,2.3,LOW,LOW,REQUIRED
11473,CWE-22,CVE-2019-4430,7.5,3.9,LOW,NONE,NONE
11474,CWE-79,CVE-2019-4431,5.4,2.3,LOW,LOW,REQUIRED
11475,CWE-611,CVE-2019-4433,8.2,3.9,LOW,NONE,NONE
11476,CWE-200,CVE-2019-4437,5.3,3.9,LOW,NONE,NONE
11477,CWE-384,CVE-2019-4439,5.3,1.8,LOW,LOW,NONE
11478,CWE-209,CVE-2019-4441,5.3,3.9,LOW,NONE,NONE
11479,CWE-22,CVE-2019-4442,4.3,2.8,LOW,LOW,NONE
11480,CWE-200,CVE-2019-4444,5.5,1.8,LOW,LOW,NONE
11481,CWE-862,CVE-2019-4446,5.4,2.8,LOW,LOW,NONE
11482,CWE-427,CVE-2019-4447,7.8,1.8,LOW,LOW,NONE
11483,CWE-269,CVE-2019-4448,7.8,1.8,LOW,LOW,NONE
11484,CWE-79,CVE-2019-4450,6.1,2.8,LOW,NONE,REQUIRED
11485,CWE-79,CVE-2019-4451,5.4,2.3,LOW,LOW,REQUIRED
11486,CWE-79,CVE-2019-4454,5.4,2.3,LOW,LOW,REQUIRED
11487,CWE-611,CVE-2019-4456,7.1,2.8,LOW,LOW,NONE
11488,NVD-CWE-noinfo,CVE-2019-4457,6.5,2.8,LOW,LOW,NONE
11489,CWE-79,CVE-2019-4459,5.4,2.3,LOW,LOW,REQUIRED
11490,CWE-22,CVE-2019-4460,7.5,3.9,LOW,NONE,NONE
11491,CWE-74,CVE-2019-4461,5.4,2.3,LOW,LOW,REQUIRED
11492,CWE-269,CVE-2019-4465,3.3,1.8,LOW,LOW,NONE
11493,CWE-79,CVE-2019-4467,5.4,2.3,LOW,LOW,REQUIRED
11494,CWE-79,CVE-2019-4468,5.4,2.3,LOW,LOW,REQUIRED
11495,CWE-79,CVE-2019-4470,5.4,2.3,LOW,LOW,REQUIRED
11496,CWE-427,CVE-2019-4473,7.8,1.8,LOW,LOW,NONE
11497,CWE-269,CVE-2019-4477,6.5,2.8,LOW,LOW,NONE
11498,CWE-200,CVE-2019-4478,6.5,2.8,LOW,LOW,NONE
11499,CWE-89,CVE-2019-4481,9.8,3.9,LOW,NONE,NONE
11500,CWE-79,CVE-2019-4482,5.4,2.3,LOW,LOW,REQUIRED
11501,CWE-89,CVE-2019-4483,9.8,3.9,LOW,NONE,NONE
11502,CWE-209,CVE-2019-4484,4.3,2.8,LOW,LOW,NONE
11503,CWE-209,CVE-2019-4485,4.3,2.8,LOW,LOW,NONE
11504,CWE-79,CVE-2019-4486,5.4,2.3,LOW,LOW,REQUIRED
11505,CWE-79,CVE-2019-4494,5.4,2.3,LOW,LOW,REQUIRED
11506,CWE-79,CVE-2019-4495,5.4,2.3,LOW,LOW,REQUIRED
11507,CWE-79,CVE-2019-4497,5.4,2.3,LOW,LOW,REQUIRED
11508,NVD-CWE-noinfo,CVE-2019-4505,5.3,3.9,LOW,NONE,NONE
11509,CWE-522,CVE-2019-4508,7.8,1.8,LOW,LOW,NONE
11510,CWE-863,CVE-2019-4509,4.3,2.8,LOW,LOW,NONE
11511,CWE-209,CVE-2019-4512,4.3,2.8,LOW,LOW,NONE
11512,CWE-611,CVE-2019-4513,8.2,3.9,LOW,NONE,NONE
11513,CWE-200,CVE-2019-4514,5.3,3.9,LOW,NONE,NONE
11514,CWE-352,CVE-2019-4515,6.5,2.8,LOW,NONE,REQUIRED
11515,CWE-307,CVE-2019-4520,7.5,3.9,LOW,NONE,NONE
11516,CWE-1236,CVE-2019-4521,9.8,3.9,LOW,NONE,NONE
11517,CWE-120,CVE-2019-4523,7.8,1.8,LOW,LOW,NONE
11518,NVD-CWE-noinfo,CVE-2019-4530,6.5,2.8,LOW,LOW,NONE
11519,CWE-20,CVE-2019-4533,4.3,2.8,LOW,LOW,NONE
11520,CWE-269,CVE-2019-4536,6.3,1.0,HIGH,LOW,NONE
11521,NVD-CWE-noinfo,CVE-2019-4537,5.3,3.9,LOW,NONE,NONE
11522,CWE-601,CVE-2019-4538,8.2,2.8,LOW,NONE,REQUIRED
11523,CWE-91,CVE-2019-4539,7.1,2.8,LOW,LOW,NONE
11524,CWE-327,CVE-2019-4540,7.5,3.9,LOW,NONE,NONE
11525,CWE-20,CVE-2019-4541,7.2,1.2,LOW,HIGH,NONE
11526,CWE-79,CVE-2019-4542,6.1,2.8,LOW,NONE,REQUIRED
11527,NVD-CWE-noinfo,CVE-2019-4545,7.5,3.9,LOW,NONE,NONE
11528,CWE-269,CVE-2019-4546,8.8,2.8,LOW,LOW,NONE
11529,CWE-209,CVE-2019-4547,5.3,3.9,LOW,NONE,NONE
11530,CWE-1021,CVE-2019-4548,6.1,2.8,LOW,NONE,REQUIRED
11531,CWE-922,CVE-2019-4549,5.3,3.9,LOW,NONE,NONE
11532,NVD-CWE-noinfo,CVE-2019-4550,5.3,3.9,LOW,NONE,NONE
11533,CWE-306,CVE-2019-4551,5.3,3.9,LOW,NONE,NONE
11534,NVD-CWE-Other,CVE-2019-4552,6.1,2.8,LOW,NONE,REQUIRED
11535,CWE-327,CVE-2019-4553,7.5,3.9,LOW,NONE,NONE
11536,CWE-79,CVE-2019-4555,5.4,2.3,LOW,LOW,REQUIRED
11537,NVD-CWE-noinfo,CVE-2019-4556,6.5,2.8,LOW,LOW,NONE
11538,CWE-326,CVE-2019-4557,7.5,3.9,LOW,NONE,NONE
11539,CWE-74,CVE-2019-4558,7.8,1.8,LOW,LOW,NONE
11540,CWE-200,CVE-2019-4559,5.3,3.9,LOW,NONE,NONE
11541,CWE-20,CVE-2019-4560,6.5,2.8,LOW,LOW,NONE
11542,CWE-502,CVE-2019-4561,8.8,2.8,LOW,NONE,REQUIRED
11543,CWE-200,CVE-2019-4562,5.3,3.9,LOW,NONE,NONE
11544,CWE-384,CVE-2019-4563,5.3,3.9,LOW,NONE,NONE
11545,CWE-79,CVE-2019-4564,6.1,2.8,LOW,NONE,REQUIRED
11546,CWE-521,CVE-2019-4565,7.5,3.9,LOW,NONE,NONE
11547,CWE-312,CVE-2019-4566,7.8,1.8,LOW,LOW,NONE
11548,CWE-20,CVE-2019-4568,5.9,2.2,HIGH,NONE,NONE
11549,CWE-79,CVE-2019-4569,5.4,2.3,LOW,LOW,REQUIRED
11550,CWE-209,CVE-2019-4570,5.3,3.9,LOW,NONE,NONE
11551,CWE-79,CVE-2019-4571,5.4,2.3,LOW,LOW,REQUIRED
11552,CWE-532,CVE-2019-4572,4.4,0.8,LOW,HIGH,NONE
11553,CWE-521,CVE-2019-4576,9.8,3.9,LOW,NONE,NONE
11554,NVD-CWE-Other,CVE-2019-4579,4.3,2.8,LOW,LOW,NONE
11555,CWE-79,CVE-2019-4581,6.1,2.8,LOW,NONE,REQUIRED
11556,CWE-22,CVE-2019-4582,4.3,2.8,LOW,LOW,NONE
11557,CWE-209,CVE-2019-4583,4.3,2.8,LOW,LOW,NONE
11558,CWE-269,CVE-2019-4589,4.3,2.8,LOW,LOW,NONE
11559,CWE-384,CVE-2019-4591,7.8,1.8,LOW,LOW,NONE
11560,NVD-CWE-noinfo,CVE-2019-4592,7.5,3.9,LOW,NONE,NONE
11561,CWE-209,CVE-2019-4593,4.3,2.8,LOW,LOW,NONE
11562,CWE-319,CVE-2019-4594,5.9,2.2,HIGH,NONE,NONE
11563,CWE-601,CVE-2019-4595,6.1,2.8,LOW,NONE,REQUIRED
11564,CWE-79,CVE-2019-4596,5.4,2.3,LOW,LOW,REQUIRED
11565,CWE-89,CVE-2019-4597,6.3,2.8,LOW,LOW,NONE
11566,CWE-89,CVE-2019-4598,6.3,2.8,LOW,LOW,NONE
11567,NVD-CWE-noinfo,CVE-2019-4600,5.3,3.9,LOW,NONE,NONE
11568,CWE-209,CVE-2019-4601,4.3,2.8,LOW,LOW,NONE
11569,CWE-79,CVE-2019-4602,5.4,2.3,LOW,LOW,REQUIRED
11570,CWE-732,CVE-2019-4603,4.3,2.8,LOW,LOW,NONE
11571,CWE-426,CVE-2019-4606,7.8,1.8,LOW,NONE,REQUIRED
11572,CWE-79,CVE-2019-4608,5.4,2.3,LOW,LOW,REQUIRED
11573,CWE-327,CVE-2019-4609,7.5,3.9,LOW,NONE,NONE
11574,CWE-79,CVE-2019-4611,5.4,2.3,LOW,LOW,REQUIRED
11575,CWE-434,CVE-2019-4612,8.8,2.8,LOW,LOW,NONE
11576,CWE-352,CVE-2019-4613,8.8,2.8,LOW,NONE,REQUIRED
11577,CWE-20,CVE-2019-4614,6.5,2.8,LOW,LOW,NONE
11578,CWE-311,CVE-2019-4616,3.5,2.1,LOW,NONE,REQUIRED
11579,CWE-384,CVE-2019-4617,4.4,1.8,LOW,LOW,NONE
11580,CWE-209,CVE-2019-4619,5.5,1.8,LOW,LOW,NONE
11581,CWE-20,CVE-2019-4620,7.8,1.8,LOW,LOW,NONE
11582,CWE-1188,CVE-2019-4621,9.8,3.9,LOW,NONE,NONE
11583,CWE-79,CVE-2019-4623,5.4,2.3,LOW,LOW,REQUIRED
11584,CWE-601,CVE-2019-4631,6.1,2.8,LOW,NONE,REQUIRED
11585,CWE-79,CVE-2019-4632,6.1,2.8,LOW,NONE,REQUIRED
11586,CWE-668,CVE-2019-4633,4.3,2.8,LOW,NONE,REQUIRED
11587,CWE-77,CVE-2019-4635,2.7,1.2,LOW,HIGH,NONE
11588,CWE-209,CVE-2019-4636,2.7,1.2,LOW,HIGH,NONE
11589,NVD-CWE-Other,CVE-2019-4637,4.3,2.8,LOW,LOW,NONE
11590,CWE-565,CVE-2019-4638,3.7,2.2,HIGH,NONE,NONE
11591,CWE-327,CVE-2019-4639,7.5,3.9,LOW,NONE,NONE
11592,CWE-20,CVE-2019-4640,9.8,3.9,LOW,NONE,NONE
11593,CWE-79,CVE-2019-4644,6.1,2.8,LOW,NONE,REQUIRED
11594,CWE-79,CVE-2019-4645,6.1,2.8,LOW,NONE,REQUIRED
11595,CWE-89,CVE-2019-4650,6.3,2.8,LOW,LOW,NONE
11596,CWE-89,CVE-2019-4651,9.8,3.9,LOW,NONE,NONE
11597,CWE-276,CVE-2019-4652,7.1,1.8,LOW,LOW,NONE
11598,CWE-295,CVE-2019-4654,4.8,2.2,HIGH,NONE,NONE
11599,CWE-20,CVE-2019-4655,4.3,2.8,LOW,LOW,NONE
11600,CWE-20,CVE-2019-4656,6.5,2.8,LOW,LOW,NONE
11601,CWE-79,CVE-2019-4663,5.4,2.3,LOW,LOW,REQUIRED
11602,CWE-79,CVE-2019-4665,5.4,2.3,LOW,LOW,REQUIRED
11603,NVD-CWE-noinfo,CVE-2019-4666,2.3,0.8,LOW,HIGH,NONE
11604,CWE-200,CVE-2019-4667,5.9,2.2,HIGH,NONE,NONE
11605,CWE-522,CVE-2019-4668,5.5,1.8,LOW,LOW,NONE
11606,CWE-89,CVE-2019-4669,6.3,2.8,LOW,LOW,NONE
11607,NVD-CWE-noinfo,CVE-2019-4670,6.5,2.8,LOW,LOW,NONE
11608,CWE-89,CVE-2019-4671,6.3,2.8,LOW,LOW,NONE
11609,NVD-CWE-noinfo,CVE-2019-4672,5.3,3.9,LOW,NONE,NONE
11610,CWE-22,CVE-2019-4674,4.9,1.2,LOW,HIGH,NONE
11611,CWE-798,CVE-2019-4675,9.8,3.9,LOW,NONE,NONE
11612,CWE-312,CVE-2019-4676,7.8,1.8,LOW,LOW,NONE
11613,NVD-CWE-noinfo,CVE-2019-4679,4.3,2.8,LOW,LOW,NONE
11614,CWE-89,CVE-2019-4680,8.8,2.8,LOW,LOW,NONE
11615,CWE-79,CVE-2019-4681,6.1,2.8,LOW,NONE,REQUIRED
11616,CWE-200,CVE-2019-4686,5.3,3.9,LOW,NONE,NONE
11617,CWE-312,CVE-2019-4687,5.3,3.9,LOW,NONE,NONE
11618,CWE-565,CVE-2019-4688,4.3,2.8,LOW,NONE,REQUIRED
11619,CWE-200,CVE-2019-4689,7.5,3.9,LOW,NONE,NONE
11620,CWE-79,CVE-2019-4691,5.4,2.3,LOW,LOW,REQUIRED
11621,CWE-200,CVE-2019-4692,5.3,3.9,LOW,NONE,NONE
11622,CWE-522,CVE-2019-4693,4.4,0.8,LOW,HIGH,NONE
11623,CWE-798,CVE-2019-4694,9.8,3.9,LOW,NONE,NONE
11624,CWE-922,CVE-2019-4695,3.3,1.8,LOW,LOW,NONE
11625,CWE-522,CVE-2019-4697,6.5,2.8,LOW,LOW,NONE
11626,CWE-521,CVE-2019-4698,7.5,3.9,LOW,NONE,NONE
11627,CWE-209,CVE-2019-4699,2.7,1.2,LOW,HIGH,NONE
11628,CWE-200,CVE-2019-4701,5.3,3.9,LOW,NONE,NONE
11629,CWE-732,CVE-2019-4702,8.1,2.8,LOW,LOW,NONE
11630,NVD-CWE-noinfo,CVE-2019-4703,5.3,1.6,HIGH,NONE,NONE
11631,CWE-863,CVE-2019-4704,4.3,2.8,LOW,NONE,REQUIRED
11632,CWE-200,CVE-2019-4705,2.7,1.2,LOW,HIGH,NONE
11633,CWE-532,CVE-2019-4706,2.7,1.2,LOW,HIGH,NONE
11634,CWE-611,CVE-2019-4707,7.1,2.8,LOW,LOW,NONE
11635,CWE-78,CVE-2019-4713,8.8,2.8,LOW,LOW,NONE
11636,CWE-20,CVE-2019-4715,8.8,2.8,LOW,LOW,NONE
11637,CWE-94,CVE-2019-4716,9.8,3.9,LOW,NONE,NONE
11638,CWE-22,CVE-2019-4716,9.8,3.9,LOW,NONE,NONE
11639,CWE-79,CVE-2019-4718,5.4,2.3,LOW,LOW,REQUIRED
11640,NVD-CWE-noinfo,CVE-2019-4719,5.5,1.8,LOW,LOW,NONE
11641,CWE-770,CVE-2019-4720,7.5,3.9,LOW,NONE,NONE
11642,CWE-79,CVE-2019-4725,6.1,2.8,LOW,NONE,REQUIRED
11643,CWE-352,CVE-2019-4726,4.3,2.8,LOW,NONE,REQUIRED
11644,CWE-502,CVE-2019-4728,8.8,2.8,LOW,LOW,NONE
11645,CWE-200,CVE-2019-4729,4.3,2.8,LOW,LOW,NONE
11646,CWE-200,CVE-2019-4731,5.5,1.8,LOW,LOW,NONE
11647,CWE-426,CVE-2019-4732,6.5,0.6,LOW,HIGH,REQUIRED
11648,CWE-200,CVE-2019-4735,4.6,0.9,LOW,NONE,NONE
11649,CWE-352,CVE-2019-4736,4.3,2.8,LOW,NONE,REQUIRED
11650,CWE-79,CVE-2019-4737,5.4,2.3,LOW,LOW,REQUIRED
11651,CWE-312,CVE-2019-4738,6.5,2.8,LOW,LOW,NONE
11652,CWE-79,CVE-2019-4740,5.4,2.3,LOW,LOW,REQUIRED
11653,CWE-918,CVE-2019-4741,5.3,3.9,LOW,NONE,NONE
11654,CWE-1021,CVE-2019-4742,6.1,2.8,LOW,NONE,REQUIRED
11655,CWE-319,CVE-2019-4743,4.3,2.8,LOW,NONE,REQUIRED
11656,CWE-79,CVE-2019-4744,6.1,2.8,LOW,NONE,REQUIRED
11657,CWE-863,CVE-2019-4745,4.3,2.8,LOW,LOW,NONE
11658,CWE-79,CVE-2019-4746,5.4,2.3,LOW,LOW,REQUIRED
11659,CWE-79,CVE-2019-4747,5.4,2.3,LOW,LOW,REQUIRED
11660,CWE-79,CVE-2019-4748,5.4,2.3,LOW,LOW,REQUIRED
11661,CWE-79,CVE-2019-4749,5.4,2.3,LOW,LOW,REQUIRED
11662,CWE-352,CVE-2019-4750,8.8,2.8,LOW,NONE,REQUIRED
11663,CWE-200,CVE-2019-4751,5.3,3.9,LOW,NONE,NONE
11664,CWE-89,CVE-2019-4752,8.8,2.8,LOW,LOW,NONE
11665,NVD-CWE-noinfo,CVE-2019-4762,7.5,3.9,LOW,NONE,NONE
11666,CWE-787,CVE-2019-5005,5.5,1.8,LOW,NONE,REQUIRED
11667,CWE-476,CVE-2019-5006,5.5,1.8,LOW,NONE,REQUIRED
11668,CWE-125,CVE-2019-5007,7.1,1.8,LOW,NONE,REQUIRED
11669,CWE-476,CVE-2019-5007,7.1,1.8,LOW,NONE,REQUIRED
11670,CWE-476,CVE-2019-5008,7.5,3.9,LOW,NONE,NONE
11671,CWE-434,CVE-2019-5009,7.2,1.2,LOW,HIGH,NONE
11672,CWE-476,CVE-2019-5010,7.5,3.9,LOW,NONE,NONE
11673,CWE-20,CVE-2019-5011,5.5,1.8,LOW,LOW,NONE
11674,CWE-88,CVE-2019-5012,7.8,1.8,LOW,LOW,NONE
11675,CWE-88,CVE-2019-5013,7.8,1.8,LOW,LOW,NONE
11676,CWE-306,CVE-2019-5014,6.5,2.8,LOW,NONE,NONE
11677,CWE-19,CVE-2019-5015,7.8,1.8,LOW,LOW,NONE
11678,CWE-200,CVE-2019-5016,9.1,3.9,LOW,NONE,NONE
11679,CWE-200,CVE-2019-5017,5.3,3.9,LOW,NONE,NONE
11680,CWE-416,CVE-2019-5018,8.1,2.2,HIGH,NONE,NONE
11681,CWE-787,CVE-2019-5019,9.8,3.9,LOW,NONE,NONE
11682,CWE-20,CVE-2019-5020,5.5,1.8,LOW,NONE,REQUIRED
11683,CWE-798,CVE-2019-5021,9.8,3.9,LOW,NONE,NONE
11684,CWE-772,CVE-2019-5023,5.9,2.2,HIGH,NONE,NONE
11685,CWE-20,CVE-2019-5024,7.6,0.9,LOW,NONE,NONE
